movie_id,actor_id,actor_name,is_director,title,return
7984,7056.0,Emma Thompson,False,In the Name of the Father,5.0612970769230765
31643,3.0,Harrison Ford,False,Jimmy Hollywood,0.0
10909,287.0,Brad Pitt,False,Kalifornia,0.2661367777777778
12121,2888.0,Will Smith,False,Made in America,0.0
10440,1243.0,Woody Allen,True,Manhattan Murder Mystery,0.8359694814814815
11971,6384.0,Keanu Reeves,True,Much Ado About Nothing,0.0
11971,7056.0,Emma Thompson,False,Much Ado About Nothing,0.0
11971,5292.0,Denzel Washington,True,Much Ado About Nothing,0.0
788,35.0,Sally Field,True,Mrs. Doubtfire,17.6514478
9559,190.0,Clint Eastwood,True,A Perfect World,4.504366633333333
9800,31.0,Tom Hanks,True,Philadelphia,7.949170769230769
9800,5292.0,Denzel Washington,True,Philadelphia,7.949170769230769
1245,7056.0,Emma Thompson,False,The Remains of the Day,2.0206879130434783
23210,2888.0,Will Smith,False,Six Degrees of Separation,0.0
858,31.0,Tom Hanks,True,Sleepless in Seattle,10.847613523809525
78,3.0,Harrison Ford,False,Blade Runner,1.1835577857142856
319,287.0,Brad Pitt,False,True Romance,0.98252408
32562,31.0,Tom Hanks,True,The Celluloid Closet,0.0
274,1038.0,Jodie Foster,True,The Silence of the Lambs,14.354890631578948
25059,35.0,Sally Field,True,Homeward Bound II: Lost in San Francisco,0.0
10684,5292.0,Denzel Washington,True,Courage Under Fire,2.1926264782608698
954,500.0,Tom Cruise,False,Mission: Impossible,5.7212044875
12656,6384.0,Keanu Reeves,True,Feeling Minnesota,0.0
922,85.0,Johnny Depp,True,Dead Man,0.0
602,2888.0,Will Smith,False,Independence Day,10.892923573333332
1645,18277.0,Sandra Bullock,False,A Time to Kill,3.806650175
12123,6384.0,Keanu Reeves,True,Chain Reaction,1.20418668
6878,35.0,Sally Field,True,Homeward Bound: The Incredible Journey,0.0
9591,31.0,Tom Hanks,True,That Thing You Do!,0.0
9716,1243.0,Woody Allen,True,Everyone Says I Love You,0.0
454,6193.0,Leonardo DiCaprio,False,Romeo + Juliet,10.15853524137931
819,287.0,Brad Pitt,False,Sleepers,3.76398375
11561,1243.0,Woody Allen,True,Sleeper,9.1723645
11302,1243.0,Woody Allen,True,Bananas,5.916848
21711,4135.0,Robert Redford,True,The Candidate,0.0
792,85.0,Johnny Depp,True,Platoon,23.0884275
15764,5064.0,Meryl Streep,False,Sophie's Choice,2.503
2119,500.0,Tom Cruise,False,Days of Thunder,2.632012216666667
744,500.0,Tom Cruise,False,Top Gun,23.78870673333333
1891,3.0,Harrison Ford,False,The Empire Strikes Back,29.91111111111111
85,3.0,Harrison Ford,False,Raiders of the Lost Ark,21.662553944444443
